Date,Water_level,Quality_WL,Discharge,Quality_D
07/09/2020 00:00,0.161,8,14.318,130
08/09/2020 00:00,0.162,8,14.631,130
09/09/2020 00:00,0.171,8,16.017,130
10/09/2020 00:00,0.213,8,23.778,130
11/09/2020 00:00,0.415,8,67.795,130
12/09/2020 00:00,0.728,8,150.033,130
13/09/2020 00:00,0.998,8,238.461,130
14/09/2020 00:00,1.211,8,326.516,130
15/09/2020 00:00,1.373,8,403.004,130
16/09/2020 00:00,1.476,8,456.259,130
17/09/2020 00:00,1.544,8,493.21,130
18/09/2020 00:00,1.595,8,521.087,130
19/09/2020 00:00,1.641,8,547.327,130
20/09/2020 00:00,1.689,8,574.805,130
21/09/2020 00:00,1.709,8,586.355,130
22/09/2020 00:00,1.722,8,595.017,130
23/09/2020 00:00,1.735,8,604.098,130
24/09/2020 00:00,1.746,8,611.821,130
25/09/2020 00:00,1.759,8,621.093,130
26/09/2020 00:00,1.768,8,627.314,130
27/09/2020 00:00,1.777,8,634.107,130
28/09/2020 00:00,1.784,8,639.341,130
29/09/2020 00:00,1.791,8,644.462,130
30/09/2020 00:00,1.797,8,648.699,130
01/10/2020 00:00,1.801,8,651.601,130
02/10/2020 00:00,1.808,8,656.599,130
03/10/2020 00:00,1.814,8,661.311,130
04/10/2020 00:00,1.82,8,665.418,130
05/10/2020 00:00,1.825,8,668.902,130
06/10/2020 00:00,1.83,8,673.071,130
07/10/2020 00:00,1.843,8,682.655,130
08/10/2020 00:00,1.853,8,690.003,130
09/10/2020 00:00,1.855,8,691.549,130
10/10/2020 00:00,1.858,8,694.07,130
11/10/2020 00:00,1.862,8,696.656,130
12/10/2020 00:00,1.866,8,699.744,130
13/10/2020 00:00,1.869,8,701.927,130
14/10/2020 00:00,1.872,8,704.849,130
15/10/2020 00:00,1.875,8,707.083,130
16/10/2020 00:00,1.879,8,710.187,130
17/10/2020 00:00,1.889,8,717.488,130
18/10/2020 00:00,1.89,8,718.707,130
19/10/2020 00:00,1.894,8,721.727,130
20/10/2020 00:00,1.9,8,726.349,130
21/10/2020 00:00,1.906,8,731.111,130
22/10/2020 00:00,1.912,8,735.321,130
23/10/2020 00:00,1.919,8,740.89,130
24/10/2020 00:00,,201,,201
25/10/2020 00:00,,201,,201
26/10/2020 00:00,,201,,201
27/10/2020 00:00,,201,,201
28/10/2020 00:00,,201,,201
29/10/2020 00:00,1.955,8,769.244,130
30/10/2020 00:00,1.972,8,783.101,130
31/10/2020 00:00,1.973,8,783.925,130
01/11/2020 00:00,1.967,8,779.079,130
02/11/2020 00:00,1.961,8,773.845,130
03/11/2020 00:00,1.95,8,764.98,130
04/11/2020 00:00,1.929,8,748.88,130
05/11/2020 00:00,1.884,8,713.854,130
06/11/2020 00:00,1.808,8,656.772,130
07/11/2020 00:00,1.708,8,587.09,130
08/11/2020 00:00,1.596,8,521.665,130
09/11/2020 00:00,1.479,8,458.067,130
10/11/2020 00:00,1.362,8,397.742,130
11/11/2020 00:00,1.246,8,341.712,130
12/11/2020 00:00,1.136,8,293.979,130
13/11/2020 00:00,1.038,8,253.867,130
14/11/2020 00:00,0.951,8,219.895,130
15/11/2020 00:00,0.87,8,190.438,130
16/11/2020 00:00,0.796,8,168.42,130
17/11/2020 00:00,0.724,8,148.675,130
18/11/2020 00:00,0.662,8,131.777,130
19/11/2020 00:00,0.608,8,117.078,130
20/11/2020 00:00,0.559,8,103.982,130
21/11/2020 00:00,0.517,8,92.673,130
22/11/2020 00:00,0.485,8,84.06,130
23/11/2020 00:00,0.47,8,80.124,130
24/11/2020 00:00,0.443,8,73.131,130
25/11/2020 00:00,0.419,8,67.206,130
26/11/2020 00:00,0.395,8,61.615,130
27/11/2020 00:00,0.369,1,55.981,130
28/11/2020 00:00,0.345,1,50.812,130
29/11/2020 00:00,0.31,1,43.451,130
30/11/2020 00:00,0.281,1,37.202,130
01/12/2020 00:00,0.265,1,33.831,130
02/12/2020 00:00,0.366,1,55.827,130
03/12/2020 00:00,0.663,1,132.035,130
04/12/2020 00:00,0.97,1,227.94,130
05/12/2020 00:00,1.225,1,332.678,130
06/12/2020 00:00,1.409,1,421.383,130
07/12/2020 00:00,1.524,1,481.944,130
08/12/2020 00:00,1.601,1,524.553,130
09/12/2020 00:00,1.654,1,554.541,130
10/12/2020 00:00,1.692,1,576.568,130
11/12/2020 00:00,1.716,1,590.846,130
12/12/2020 00:00,1.739,1,606.485,130
13/12/2020 00:00,1.754,1,617.087,130
14/12/2020 00:00,1.765,1,625.521,130
15/12/2020 00:00,1.778,1,634.367,130
16/12/2020 00:00,1.794,1,646.344,130
17/12/2020 00:00,1.8,1,650.773,130
18/12/2020 00:00,1.804,1,653.344,130
19/12/2020 00:00,1.813,1,660.168,130
20/12/2020 00:00,1.82,1,665.674,130
21/12/2020 00:00,1.827,1,670.414,130
22/12/2020 00:00,1.83,1,672.76,130
23/12/2020 00:00,1.832,1,674.286,130
24/12/2020 00:00,1.835,1,676.886,130
25/12/2020 00:00,1.838,1,679.178,130
26/12/2020 00:00,1.842,1,681.536,130
27/12/2020 00:00,1.843,1,682.901,130
28/12/2020 00:00,1.843,1,678.868,140
29/12/2020 00:00,1.85,1,600.802,140
30/12/2020 00:00,1.844,1,595.556,140
31/12/2020 00:00,1.835,1,588.113,140
01/01/2021 00:00,1.813,1,570.017,140
02/01/2021 00:00,1.786,1,547.48,140
03/01/2021 00:00,1.744,1,513.642,140
04/01/2021 00:00,1.662,1,457.587,140
05/01/2021 00:00,1.574,1,414.927,140
06/01/2021 00:00,1.478,1,371.147,140
07/01/2021 00:00,1.375,1,326.623,140
08/01/2021 00:00,1.279,1,289.925,140
09/01/2021 00:00,1.185,1,258.266,140
10/01/2021 00:00,1.096,1,229.047,140
11/01/2021 00:00,1.017,1,204.017,140
12/01/2021 00:00,0.949,1,183.557,140
13/01/2021 00:00,0.887,6,165.569,140
14/01/2021 00:00,0.829,6,152.521,140
15/01/2021 00:00,0.776,6,141.052,140
16/01/2021 00:00,0.727,6,130.624,140
17/01/2021 00:00,0.686,6,122.137,140
18/01/2021 00:00,0.652,6,114.943,140
19/01/2021 00:00,0.621,6,108.827,140
20/01/2021 00:00,0.594,6,103.962,140
21/01/2021 00:00,0.577,6,100.894,140
22/01/2021 00:00,0.56,6,97.876,140
23/01/2021 00:00,0.545,6,95.2,140
24/01/2021 00:00,0.529,6,92.237,140
25/01/2021 00:00,0.512,6,89.178,140
26/01/2021 00:00,0.496,6,86.313,140
27/01/2021 00:00,0.476,6,82.558,140
28/01/2021 00:00,0.456,6,78.973,140
29/01/2021 00:00,0.439,6,75.957,140
30/01/2021 00:00,0.423,6,73.046,140
31/01/2021 00:00,0.405,6,69.871,140
01/02/2021 00:00,0.389,6,67.01,140
02/02/2021 00:00,0.375,6,64.505,140
03/02/2021 00:00,0.368,6,63.183,140
04/02/2021 00:00,0.356,6,61.004,140
05/02/2021 00:00,0.353,4,60.624,140
06/02/2021 00:00,0.362,4,62.142,140
07/02/2021 00:00,0.374,4,64.256,140
08/02/2021 00:00,0.388,4,66.749,140
09/02/2021 00:00,0.402,4,69.314,140
10/02/2021 00:00,0.42,4,72.405,140
11/02/2021 00:00,0.434,4,75.009,140
12/02/2021 00:00,0.44,4,75.987,140
13/02/2021 00:00,0.445,4,76.924,140
14/02/2021 00:00,0.455,4,78.87,140
15/02/2021 00:00,0.474,4,82.261,140
16/02/2021 00:00,0.496,4,86.26,140
17/02/2021 00:00,0.512,4,89.261,140
18/02/2021 00:00,0.524,4,91.411,140
19/02/2021 00:00,0.535,4,93.277,140
20/02/2021 00:00,0.548,4,95.722,140
21/02/2021 00:00,0.564,4,98.531,140
22/02/2021 00:00,0.571,4,99.914,140
23/02/2021 00:00,0.573,4,100.239,140
24/02/2021 00:00,0.576,4,100.654,140
25/02/2021 00:00,0.572,4,100.008,140
26/02/2021 00:00,0.561,4,98.093,140
27/02/2021 00:00,0.55,4,95.973,140
28/02/2021 00:00,0.54,4,94.309,140
01/03/2021 00:00,0.528,4,92.159,140
02/03/2021 00:00,0.516,4,89.811,140
03/03/2021 00:00,0.504,4,87.642,140
04/03/2021 00:00,0.493,4,85.704,140
05/03/2021 00:00,0.485,4,84.28,140
06/03/2021 00:00,0.475,4,82.441,140
07/03/2021 00:00,0.46,4,79.749,140
08/03/2021 00:00,0.452,4,78.222,140
09/03/2021 00:00,0.439,4,75.975,140
10/03/2021 00:00,0.427,4,73.643,140
11/03/2021 00:00,0.418,4,72.064,140
12/03/2021 00:00,0.407,4,70.122,140
13/03/2021 00:00,0.389,4,66.938,140
14/03/2021 00:00,0.374,4,64.256,140
15/03/2021 00:00,0.359,4,61.591,140
16/03/2021 00:00,0.353,4,60.514,140
17/03/2021 00:00,0.348,4,59.766,140
18/03/2021 00:00,0.349,1,59.826,140
19/03/2021 00:00,0.355,1,60.84,140
20/03/2021 00:00,0.361,1,61.852,140
21/03/2021 00:00,0.368,1,63.16,140
22/03/2021 00:00,0.384,1,66.032,140
23/03/2021 00:00,0.396,1,68.191,140
24/03/2021 00:00,0.4,1,68.961,140
25/03/2021 00:00,0.403,1,69.488,140
26/03/2021 00:00,0.401,1,69.169,140
27/03/2021 00:00,0.396,1,68.126,140
28/03/2021 00:00,0.387,1,66.541,140
29/03/2021 00:00,0.38,1,65.395,140
30/03/2021 00:00,0.376,1,64.542,140
31/03/2021 00:00,0.371,1,63.646,140
01/04/2021 00:00,0.367,1,63.034,140
02/04/2021 00:00,0.364,1,62.513,140
03/04/2021 00:00,0.363,1,62.293,140
04/04/2021 00:00,0.363,1,62.204,140
05/04/2021 00:00,0.362,1,62.146,140
06/04/2021 00:00,0.361,1,61.853,140
07/04/2021 00:00,0.36,1,61.692,140
08/04/2021 00:00,0.363,1,62.246,140
09/04/2021 00:00,0.368,1,63.134,140
10/04/2021 00:00,0.37,1,63.486,140
11/04/2021 00:00,0.366,1,62.748,140
12/04/2021 00:00,0.36,1,61.663,140
13/04/2021 00:00,0.351,1,60.245,140
14/04/2021 00:00,0.339,1,58.209,140
15/04/2021 00:00,0.325,1,55.79,140
16/04/2021 00:00,0.309,1,53.056,140
17/04/2021 00:00,0.291,1,49.862,140
18/04/2021 00:00,0.272,1,46.086,140
19/04/2021 00:00,0.249,1,41.609,140
20/04/2021 00:00,0.228,1,37.456,140
21/04/2021 00:00,0.205,1,32.904,140
22/04/2021 00:00,0.19,1,29.962,140
23/04/2021 00:00,0.189,1,29.634,140
24/04/2021 00:00,0.195,1,30.937,140
25/04/2021 00:00,0.202,1,32.36,140
26/04/2021 00:00,0.207,1,33.251,140
27/04/2021 00:00,0.207,1,33.362,140
28/04/2021 00:00,0.207,1,33.216,140
29/04/2021 00:00,0.207,1,33.226,140
30/04/2021 00:00,0.21,1,33.801,140
01/05/2021 00:00,0.215,1,34.881,140
02/05/2021 00:00,0.221,1,36.131,140
03/05/2021 00:00,0.226,1,37.119,140
04/05/2021 00:00,0.232,1,38.242,140
05/05/2021 00:00,0.234,1,38.658,140
06/05/2021 00:00,0.227,1,37.327,140
07/05/2021 00:00,0.215,1,34.819,140
08/05/2021 00:00,0.201,1,32.138,140
09/05/2021 00:00,0.191,1,30.129,140
10/05/2021 00:00,0.183,1,28.456,140
11/05/2021 00:00,0.177,1,27.229,140
12/05/2021 00:00,0.177,1,27.224,140
13/05/2021 00:00,0.178,1,27.459,140
14/05/2021 00:00,0.191,1,30.024,140
15/05/2021 00:00,0.236,1,38.96,140
16/05/2021 00:00,0.326,1,55.964,140
17/05/2021 00:00,0.449,1,77.789,140
18/05/2021 00:00,0.591,1,103.544,140
19/05/2021 00:00,0.739,1,133.198,140
20/05/2021 00:00,0.878,1,164.155,140
21/05/2021 00:00,1.007,1,200.977,140
22/05/2021 00:00,1.115,1,235.088,140
23/05/2021 00:00,1.206,1,265.141,140
24/05/2021 00:00,1.274,1,288.36,140
25/05/2021 00:00,1.331,1,308.542,140
26/05/2021 00:00,1.37,1,324.301,140
27/05/2021 00:00,1.384,1,330.092,140
28/05/2021 00:00,1.38,1,328.722,140
29/05/2021 00:00,1.358,1,319.133,140
30/05/2021 00:00,1.318,1,303.488,140
31/05/2021 00:00,1.265,1,285.037,140
01/06/2021 00:00,1.202,1,263.791,140
02/06/2021 00:00,1.133,1,241.082,140
03/06/2021 00:00,1.061,1,217.999,140
04/06/2021 00:00,0.986,1,194.507,140
05/06/2021 00:00,0.913,1,172.681,140
06/06/2021 00:00,0.838,1,154.472,140
07/06/2021 00:00,0.767,1,139.222,140
08/06/2021 00:00,0.698,1,124.628,140
09/06/2021 00:00,0.638,1,112.22,140
10/06/2021 00:00,0.597,1,104.517,140
11/06/2021 00:00,0.553,1,96.543,140
12/06/2021 00:00,0.509,1,88.7,140
13/06/2021 00:00,0.471,1,81.656,140
14/06/2021 00:00,0.436,1,75.337,140
15/06/2021 00:00,0.407,1,70.075,140
16/06/2021 00:00,0.38,1,65.258,140
17/06/2021 00:00,0.354,1,60.728,140
18/06/2021 00:00,0.331,1,56.806,140
19/06/2021 00:00,0.306,1,52.656,140
20/06/2021 00:00,0.285,1,48.682,140
21/06/2021 00:00,0.264,1,44.587,140
22/06/2021 00:00,0.247,1,41.132,140
23/06/2021 00:00,0.236,1,39.078,140
24/06/2021 00:00,0.239,1,39.512,140
25/06/2021 00:00,0.232,1,38.284,140
26/06/2021 00:00,0.234,1,38.705,140
27/06/2021 00:00,0.244,1,40.527,140
28/06/2021 00:00,0.258,1,43.331,140
29/06/2021 00:00,0.275,1,46.632,140
30/06/2021 00:00,0.29,1,49.689,140
01/07/2021 00:00,0.303,8,52.084,140
02/07/2021 00:00,0.315,8,54.062,140
03/07/2021 00:00,0.323,8,55.475,140
04/07/2021 00:00,0.33,8,56.75,140
05/07/2021 00:00,0.339,8,58.16,140
06/07/2021 00:00,0.343,8,58.828,140
07/07/2021 00:00,0.344,8,59.096,140
08/07/2021 00:00,0.348,8,59.65,140
09/07/2021 00:00,0.355,8,60.825,140
10/07/2021 00:00,0.36,8,61.779,140
11/07/2021 00:00,0.365,8,62.577,140
12/07/2021 00:00,0.369,8,63.291,140
13/07/2021 00:00,0.377,8,64.754,140
14/07/2021 00:00,0.385,8,66.181,140
15/07/2021 00:00,0.388,8,66.807,140
16/07/2021 00:00,0.39,8,67.042,140
17/07/2021 00:00,0.388,8,66.837,140
18/07/2021 00:00,0.385,8,66.236,140
19/07/2021 00:00,0.378,8,65.01,140
20/07/2021 00:00,0.372,8,63.864,140
21/07/2021 00:00,0.363,8,62.289,140
22/07/2021 00:00,0.355,8,60.86,140
23/07/2021 00:00,0.348,8,59.729,140
24/07/2021 00:00,0.339,8,58.178,140
25/07/2021 00:00,0.331,8,56.813,140
26/07/2021 00:00,0.322,8,55.31,140
27/07/2021 00:00,0.314,8,54.031,140
28/07/2021 00:00,0.305,8,52.35,140
29/07/2021 00:00,0.297,8,50.875,140
30/07/2021 00:00,0.292,8,49.99,140
31/07/2021 00:00,0.288,8,49.218,140
01/08/2021 00:00,0.285,8,48.695,140
02/08/2021 00:00,0.285,8,48.692,140
03/08/2021 00:00,0.287,8,49.053,140
04/08/2021 00:00,0.29,145,49.67,145
05/08/2021 00:00,0.294,145,50.32,145
06/08/2021 00:00,0.296,145,50.789,145
07/08/2021 00:00,0.298,145,51.223,145
08/08/2021 00:00,0.3,145,51.631,145
09/08/2021 00:00,0.303,145,52.012,145
10/08/2021 00:00,0.307,145,52.708,145
11/08/2021 00:00,0.32,145,54.91,145
12/08/2021 00:00,0.348,145,59.696,145
13/08/2021 00:00,0.386,145,66.437,145
14/08/2021 00:00,0.435,145,75.217,145
15/08/2021 00:00,0.521,145,90.755,145
16/08/2021 00:00,0.676,145,120.311,145
17/08/2021 00:00,0.887,145,167.081,145
18/08/2021 00:00,1.097,145,229.565,145
19/08/2021 00:00,1.278,145,289.771,145
20/08/2021 00:00,1.412,145,342.26,145
21/08/2021 00:00,1.507,145,384.309,145
22/08/2021 00:00,1.575,145,415.309,145
23/08/2021 00:00,1.631,145,442.093,145
24/08/2021 00:00,1.671,145,461.473,145
25/08/2021 00:00,1.7,145,479.732,145
26/08/2021 00:00,1.722,145,496.932,145
27/08/2021 00:00,1.741,145,511.161,145
28/08/2021 00:00,1.753,145,521.097,145
29/08/2021 00:00,1.763,145,529.038,145
30/08/2021 00:00,1.775,145,538.52,145
31/08/2021 00:00,1.785,145,546.391,145
01/09/2021 00:00,1.797,145,556.151,145
02/09/2021 00:00,1.807,145,564.512,145
03/09/2021 00:00,1.817,145,573.183,145
04/09/2021 00:00,1.838,145,590.748,145
05/09/2021 00:00,1.844,145,595.801,145
06/09/2021 00:00,1.851,145,601.549,145
07/09/2021 00:00,1.856,145,606.357,145
08/09/2021 00:00,1.855,145,605.768,145
09/09/2021 00:00,1.86,145,610.125,145
10/09/2021 00:00,1.864,145,613.43,145
11/09/2021 00:00,1.868,145,616.7,145
12/09/2021 00:00,1.872,145,619.799,145
13/09/2021 00:00,1.875,145,622.769,145
14/09/2021 00:00,1.878,145,625.866,145
15/09/2021 00:00,1.883,145,630.084,145
16/09/2021 00:00,1.888,145,634.175,145
17/09/2021 00:00,1.895,145,640.273,145
18/09/2021 00:00,1.899,145,644.445,145
19/09/2021 00:00,1.903,145,648.084,145
20/09/2021 00:00,1.909,145,653.017,145
21/09/2021 00:00,1.912,145,656.082,145
22/09/2021 00:00,1.916,145,659.559,145
23/09/2021 00:00,1.922,145,665.036,145
24/09/2021 00:00,1.926,145,670.193,145
25/09/2021 00:00,1.93,145,674.835,145
26/09/2021 00:00,1.935,145,681.613,145
27/09/2021 00:00,1.943,145,692.712,145
28/09/2021 00:00,1.946,145,697.129,145
29/09/2021 00:00,1.962,145,718.865,145
30/09/2021 00:00,1.967,145,725.99,145
01/10/2021 00:00,1.972,145,733.05,145
02/10/2021 00:00,1.977,145,739.14,145
03/10/2021 00:00,1.981,145,745.272,145
04/10/2021 00:00,1.986,145,753.037,145
05/10/2021 00:00,1.993,145,761.86,145
06/10/2021 00:00,1.997,145,767.884,145
07/10/2021 00:00,2.001,145,774.467,145
08/10/2021 00:00,2.005,145,780.166,145
09/10/2021 00:00,2.009,145,785.796,145
10/10/2021 00:00,2.011,145,789.001,145
11/10/2021 00:00,2.017,145,797.729,145
12/10/2021 00:00,2.022,145,805.063,145
13/10/2021 00:00,2.028,145,814.435,145
14/10/2021 00:00,2.035,145,824.75,145
15/10/2021 00:00,2.039,145,831.154,145
16/10/2021 00:00,2.043,145,836.323,145
17/10/2021 00:00,2.048,145,844.861,145
18/10/2021 00:00,2.053,145,852.971,145
19/10/2021 00:00,2.058,145,860.355,145
20/10/2021 00:00,2.063,145,868.744,145
21/10/2021 00:00,2.068,145,876.746,145
22/10/2021 00:00,2.072,145,883.189,145
23/10/2021 00:00,2.074,145,887.44,145
24/10/2021 00:00,2.077,145,891.828,145
25/10/2021 00:00,2.083,145,901.641,145
26/10/2021 00:00,2.086,145,907.998,145
27/10/2021 00:00,2.088,145,911.252,145
28/10/2021 00:00,2.09,145,913.941,145
29/10/2021 00:00,2.089,145,913.135,145
30/10/2021 00:00,2.091,145,916.532,145
31/10/2021 00:00,2.093,145,919.923,145
01/11/2021 00:00,2.096,145,924.714,145
02/11/2021 00:00,2.099,145,928.627,145
03/11/2021 00:00,2.107,145,943.21,145
04/11/2021 00:00,2.111,145,950.566,145
05/11/2021 00:00,2.11,145,948.99,145
06/11/2021 00:00,2.112,145,952.363,145
07/11/2021 00:00,2.119,145,963.421,145
08/11/2021 00:00,2.118,145,963.22,145
09/11/2021 00:00,2.118,145,962.41,145
10/11/2021 00:00,2.118,145,963.008,145
11/11/2021 00:00,2.121,145,968.085,145
12/11/2021 00:00,2.139,145,1000.654,145
13/11/2021 00:00,2.141,145,1003.946,145
14/11/2021 00:00,2.139,145,999.732,145
15/11/2021 00:00,2.138,145,998.882,145
16/11/2021 00:00,2.14,145,1001.273,145
17/11/2021 00:00,2.14,145,1001.955,145
18/11/2021 00:00,2.141,145,1003.973,145
19/11/2021 00:00,2.144,145,1008.657,145
20/11/2021 00:00,2.15,145,1020.381,145
21/11/2021 00:00,2.153,145,1025.615,145
22/11/2021 00:00,2.153,145,1025.528,145
23/11/2021 00:00,2.155,145,1029.128,145
24/11/2021 00:00,2.166,145,1050.394,145
25/11/2021 00:00,2.17,145,1057.009,145
26/11/2021 00:00,2.171,145,1058.911,145
27/11/2021 00:00,2.17,145,1057.431,145
28/11/2021 00:00,2.171,145,1060.261,145
29/11/2021 00:00,2.172,145,1061.435,145
30/11/2021 00:00,2.174,145,1064.4,145
01/12/2021 00:00,2.177,145,1070.534,145
02/12/2021 00:00,2.186,145,1088.424,145
03/12/2021 00:00,2.181,145,1078.288,145
04/12/2021 00:00,2.178,145,1072.462,145
05/12/2021 00:00,2.173,145,1063.798,145
06/12/2021 00:00,2.174,145,1065.195,145
07/12/2021 00:00,2.175,145,1066.711,145
08/12/2021 00:00,2.172,145,1062.09,145
09/12/2021 00:00,2.172,145,1061.824,145
10/12/2021 00:00,2.177,145,1070.959,145
11/12/2021 00:00,2.175,145,1067.672,145
12/12/2021 00:00,2.175,145,1066.205,145
13/12/2021 00:00,2.173,145,1063.187,145
14/12/2021 00:00,2.17,145,1058.21,145
15/12/2021 00:00,2.169,145,1055.925,145
16/12/2021 00:00,2.157,145,1033.923,145
17/12/2021 00:00,2.148,145,1016.698,145
18/12/2021 00:00,2.149,145,1018.654,145
19/12/2021 00:00,2.149,145,1018.834,145
20/12/2021 00:00,2.144,145,1009.411,145
21/12/2021 00:00,2.141,145,1003.046,145
22/12/2021 00:00,2.138,145,997.61,145
23/12/2021 00:00,2.134,145,990.678,145
24/12/2021 00:00,2.13,145,984.324,145
25/12/2021 00:00,2.131,145,984.959,145
26/12/2021 00:00,2.127,145,979.245,145
27/12/2021 00:00,2.121,145,967.854,145
28/12/2021 00:00,2.119,145,963.736,145
29/12/2021 00:00,2.116,145,958.158,145
30/12/2021 00:00,2.113,145,954.415,145
31/12/2021 00:00,2.113,145,954.482,145
01/01/2022 00:00,2.108,145,944.726,145
02/01/2022 00:00,2.105,145,939.599,145
03/01/2022 00:00,2.101,145,933.167,145
04/01/2022 00:00,2.096,145,924.931,145
05/01/2022 00:00,2.094,145,920.715,145
06/01/2022 00:00,2.094,145,921.25,145
07/01/2022 00:00,2.095,145,922.237,145
08/01/2022 00:00,2.091,145,915.028,145
09/01/2022 00:00,2.086,145,907.224,145
10/01/2022 00:00,2.088,145,911.381,145
11/01/2022 00:00,2.099,145,929.097,145
12/01/2022 00:00,2.092,145,917.894,145
13/01/2022 00:00,2.087,145,909.135,145
14/01/2022 00:00,2.092,145,916.6,145
15/01/2022 00:00,2.086,145,906.449,145
16/01/2022 00:00,2.084,145,903.141,145
17/01/2022 00:00,2.087,145,908.509,145
18/01/2022 00:00,2.09,145,914.168,145
19/01/2022 00:00,2.092,145,916.613,145
20/01/2022 00:00,2.089,145,912.242,145
21/01/2022 00:00,2.082,145,899.931,145
22/01/2022 00:00,2.08,145,896.413,145
23/01/2022 00:00,2.08,145,897.012,145
24/01/2022 00:00,2.077,145,891.515,145
25/01/2022 00:00,2.078,145,893.85,145
26/01/2022 00:00,2.077,145,891.891,145
27/01/2022 00:00,2.081,145,898.366,145
28/01/2022 00:00,2.09,145,914.427,145
29/01/2022 00:00,2.111,145,950.555,145
30/01/2022 00:00,2.101,145,932.509,145
31/01/2022 00:00,2.093,145,918.451,145
01/02/2022 00:00,2.086,145,907.797,145
02/02/2022 00:00,2.087,145,908.693,145
03/02/2022 00:00,2.08,145,897.258,145
04/02/2022 00:00,2.077,145,891.559,145
05/02/2022 00:00,2.076,145,891.142,145
06/02/2022 00:00,2.075,145,888.531,145
07/02/2022 00:00,2.073,145,885.643,145
08/02/2022 00:00,2.073,145,886.315,145
09/02/2022 00:00,2.07,145,880.538,145
10/02/2022 00:00,2.072,145,883.263,145
11/02/2022 00:00,2.068,145,876.889,145
12/02/2022 00:00,2.065,145,872.551,145
13/02/2022 00:00,2.065,145,872.52,145
14/02/2022 00:00,2.063,145,868.471,145
15/02/2022 00:00,2.058,145,860.702,145
